,Name,Taste,Type,Function,Effect
0,麻黄,"['味辛', '微苦', '性温']","['入肺', '膀胱经']","['辛温发汗峻品', '能解表寒', '宣肺平喘', '利水消肿']","['风寒表实证', '胸闷 喘咳', '风水 浮肿', '风湿 痹痛', '阴疽', '痰核']"
1,桂枝,"['味辛', '甘', '性温']","['入肺', '心', '膀胱经']","['发汗解表', '散寒止痛', '通阳化气']","['风寒 感冒', '寒凝血滞诸痛症', '痰饮', '蓄水证', '心悸']"
2,紫苏叶,"['辛', '温']","['归肺', '脾经']","['发散风寒', '行气和中', '安胎']","['风寒 感冒', '咳嗽 气喘', '胸闷 呕恶', '妊娠 呕吐', '胎动 不安', '鱼蟹中毒', '呕泻 腹痛']"
3,生姜,"['辛', '微温']","['归肺', '胃', '脾经']","['发表散寒', '温中止呕', '温肺止咳']","['外感 风寒', '胃寒 呕吐', '风寒 咳嗽', '并解半夏', '天南星及鱼蟹毒']"
4,香薷,"['辛', '微温']","['归肺', '胃经']","['发汗解表', '祛暑化湿', '和中', '利水']","['感冒 暑湿', '恶寒发热无汗', '头痛', '腹痛 吐泻', '水肿', '脚气', '小便 不利']"
5,荆芥,"['辛', '温']","['归肺', '肝经']","['解表散风', '透疹消疮', '止血']","['感冒 发热', '头痛', '咽疼', '麻疹不透', '风疹 瘙痒', '疮疡 初起', '吐血', '衄血', '便血', '崩漏']"
6,防风,"['辛', '甘', '温']","['归膀胱', '肝', '脾经']","['解表', '祛风', '胜湿', '止痛', '解痉']","['风寒 表证', '头痛 身疼', '风寒 湿痹', '风疹 瘙痒', '破伤风']"
7,羌活,"['辛', '苦', '温']","['归膀胱', '肾经']","['祛风', '散寒', '除湿', '止痛']","['风寒 感冒', '寒热 头痛', '风寒 湿痹', '肩臂 疼痛']"
8,白芷,"['辛', '温']","['归肺', '脾', '胃经']","['祛风除湿', '通窍止痛', '消痈排脓']","['风寒 感冒', '头痛 鼻塞', '眉棱骨痛', '牙痛', '寒湿 带下', '痈肿 疮疡', '皮肤 瘙痒']"
9,藁本,"['辛', '温']",['归膀胱经'],"['祛风散寒', '除湿止痛']","['外感 风寒', '巅顶头痛偏头痛', '风湿 肢节痹痛', '寒湿 腹痛']"
10,苍耳子,"['辛', '苦', '温']",['归肺经'],"['散风湿', '通鼻窍', '止痛', '止痒']","['风寒 头痛', '鼻渊', '鼻塞', '湿痹 拘挛', '瘾疹', '疥疮癞癣']"
11,辛夷,"['辛', '温']","['归肺', '胃经']","['散风寒', '通鼻窍']","['鼻渊', '头痛', '感冒 鼻塞']"
12,薄荷,"['味辛', '性凉']","['归肺', '肝经']","['疏散风热', '清利头目', '利咽透疹', '疏肝行气']","['外感 风热', '头痛', '咽喉 肿痛', '口疮 牙痛', '疮疥', '瘾疹', '温病 初起', '风疹 瘙痒', '胸闷 胁痛']"
13,牛蒡子,"['辛', '苦', '寒']","['归肺', '胃经']","['疏散风热', '宣肺', '利咽', '透疹', '解毒']","['风热 感冒', '咳嗽 痰多', '咽喉 肿痛', '麻疹不透', '风疹', '痄腮', '痈肿 疮毒']"
14,蝉蜕,"['甘', '咸', '凉']","['归肺', '肝经']","['宣散风热', '利咽', '透疹', '明目退翳', '解痉']","['外感 风热', '咳嗽', '咽痛 音哑', '麻疹不透', '目赤 翳障', '小儿 惊痫', '破伤风']"
15,淡豆豉,"['苦', '辛', '微寒']","['归肺', '胃经']","['解表除烦', '宣发郁热']","['外感 发热', '恶寒 头痛', '胸脘 胀闷', '虚烦 不眠']"
16,桑叶,"['苦', '甘', '寒']","['归肝', '肺经']","['疏散风热', '清肺润燥', '平肝明目']","['外感 风热', '温病 初起', '肺热 燥咳', '头痛 头晕', '目赤 羞明']"
17,菊花,"['味辛', '苦', '甘', '性微寒']","['归肺', '肝经']","['散风清热', '平肝明目', '清热解毒']","['风热 感冒', '头痛 眩晕', '目赤 肿痛', '眼目 昏花', '疮痈 肿毒']"
18,蔓荆子,"['辛', '苦', '微寒']","['归膀胱', '肝', '胃经']","['疏散风热', '清利头目']","['外感 风热', '头昏 头痛', '偏头痛', '齿痛', '目赤 肿痛', '昏暗 多泪', '湿痹 拘挛']"
19,葛根,"['甘', '辛', '平']","['归脾', '胃经']","['解肌退热', '透疹', '生津止渴', '升阳止泻']","['感冒 发热', '头痛 项强', '麻疹透发不畅', '烦渴', '水渴', '热泻 热痢', '脾虚 久泻']"
20,柴胡,"['味辛', '苦', '性微寒']","['归心包络', '肝', '三焦', '胆经']","['和解表里', '疏肝解郁', '升阳举陷', '退热截疟']","['感冒 发热', '寒热 往来', '胸胁 胀痛', '月经 不调', '子宫脱垂', '脱肛']"
21,升麻,"['辛', '微甘', '微寒']","['归肺', '脾', '胃经']","['发表透疹', '清热解毒', '升阳举陷']","['风热 头痛', '麻疹透发不畅', '温毒 发斑', '牙龈 肿痛', '口舌生疮', '咽喉 肿痛', '久泻', '久痢', '脏器下垂']"
22,浮萍,"['辛', '寒']","['归肺', '膀胱经']","['发汗解表', '透疹止痒', '利水消肿']","['风热 表证', '发热 无汗', '麻疹不透', '风疹 瘙痒', '风水证遍身浮肿', '小便 不利']"
23,木贼,"['甘', '苦', '平']","['归肺', '肝', '胆经']","['疏散风热', '明目退翳', '止血']","['风热目赤肿痛', '迎风流泪', '翳膜 遮睛', '肠风 下血']"
24,水牛角,"['苦', '咸', '寒']","['归心', '肝经']","['清热凉血', '解毒定惊']","['温病 高热', '神昏 谵语', '斑疹', '吐血 衄血', '小儿 惊风']"
25,生地黄,"['甘', '苦', '寒']","['归心', '肝', '肾经']","['清热凉血', '养阴生津']","['热病邪入营血', '身热 烦渴', '神昏 舌绛', '斑疹', '各种血热出血', '骨蒸 潮热', '消渴', '肠燥 便秘']"
26,玄参,"['苦', '咸', '寒']","['归肺', '肾经']","['清热凉血', '滋有降火', '解毒', '软坚']","['温邪 入营', '内陷心包', '伤阴 劫液', '高热 神昏', '口干 舌绛', '发斑 吐衄', '骨蒸 劳热', '津枯 便秘', '痰核 瘰疬', '痈疮 肿毒']"
27,牡丹皮,"['辛', '苦', '凉']","['归心', '肝', '肾经']","['清热凉血', '活血散瘀']","['温病发斑吐衄', '无汗 骨蒸', '经闭', '痛经', '癥积', '痈疡 肿毒', '跌仆 损伤']"
28,赤芍药,"['苦', '微寒']","['归肝', '脾经']","['清热凉血', '祛瘀止痛']","['温病 发斑', '吐血', '衄血', '血痢', '血崩', '经闭', '痛经', '癥瘕 腹痛', '目赤 肿痛', '肝郁化火胁痛', '痈疮 肿毒', '跌仆 损伤']"
29,紫草,"['甘', '寒']","['归心', '肝经']","['凉血活血', '解毒透疹']","['血热 毒盛', '斑疹 紫黑', '吐衄', '血痢', '麻疹不透', '湿热 黄疸', '外治湿疹疮疡', '水火 烫伤']"
30,金银花,"['性甘', '寒']","['归肺', '胃', '大肠经']","['清热解毒', '消炎退肿']","['外感风热温病发热', '中暑', '热毒 血痢', '痈肿 疔疮', '喉痹', '多种感染性疾病']"
31,连翘,"['性味苦', '微寒', '归肺', '心', '胆经']","['煎服', '6～15克']","['清热解毒', '消痈散结']","['温热', '丹毒', '斑疹', '痈疡 肿毒', '瘰疬', '小便 淋闭']"
32,蒲公英,"['苦', '甘', '寒']","['归肝', '胃经']","['清热解毒', '消肿散结', '利尿通淋']","['疔疮 肿毒', '乳痈', '瘰疬', '目赤', '咽痛', '肺痈', '肠痈', '湿热 黄疸', '热淋 涩痛']"
33,紫花地丁,"['苦', '辛', '寒']","['归心', '肝经']","['清热解毒', '凉血消肿']","['疔疮 肿毒', '痈疽 发背', '丹毒', '毒蛇咬伤', '黄疸', '痢疾', '目赤 肿痛', '喉痹等']"
34,大青叶,"['苦', '寒']","['归心', '肝', '胃经']","['清热解毒', '凉血止血']","['温病热入营血', '壮热', '神昏', '烦渴', '吐衄', '发斑', '热痢', '黄疸', '丹毒', '痄腮', '喉痹', '口疮']"
35,板蓝根,"['苦', '寒']","['归心', '胃经']","['清热解毒', '凉血', '利咽']","['温疫时毒', '发热 咽痛', '温毒 发斑', '痄腮', '烂喉丹痧', '大头瘟疫', '丹毒', '痈肿']"
36,青黛,"['咸', '寒']","['归肝', '肺', '胃经']","['清热解毒', '凉血', '消肿', '祛暑定惊']","['温毒 发斑', '血热 吐衄', '痄腮 喉痹', '咽喉 肿痛', '肺热 咳血', '小儿暑热惊痫', '疮痈 肿毒']"
37,穿心莲,"['苦', '寒']","['归肺', '胃', '大肠', '膀胱经']","['清热解毒', '凉血', '燥湿']","['风热 感冒', '温病 初起', '咽喉 肿痛', '口舌生疮', '肺痈 吐脓', '肺热 咳喘', '顿咳', '湿热 泻痢', '热淋涩痛等']"
38,牛黄,"['甘', '凉']","['归心', '肝经']","['清心', '豁痰', '开窍', '凉肝', '息风', '解毒']","['热病 神昏', '中风 痰迷', '惊痫 抽搐', '癫痫 发狂', '咽喉 肿痛', '口舌生疮', '痈肿 疔疮']"
39,蚤休,"['苦', '微寒']",['有小毒'],"['清热解毒', '消肿止痛', '凉肝定惊']","['疔疮', '痈肿', '咽喉 肿痛', '毒蛇咬伤', '跌仆 伤痛', '惊风 抽搐']"
40,拳参,"['苦', '微寒']","['归肝', '大肠经']","['清热解毒', '凉血止血', '散结消肿']","['湿热 泻痢', '痈肿 瘰疬', '吐衄', '痔血', '外伤 出血', '毒蛇咬伤']"
41,半边莲,"['辛', '甘', '微寒']","['归心', '肺', '小肠经']","['清热解毒', '利水消肿']","['热毒 痈肿', '毒蛇咬伤', '黄疸', '水肿', '湿热 泄泻', '跌打 扭伤', '各种 癌症']"
42,土茯苓,"['甘', '淡', '平']","['归肝', '胃经']","['清热', '除湿', '解毒', '利关节']","['湿热 淋浊', '带下', '痈肿', '瘰沥', '疥癣', '梅毒及汞中毒所致的肢体拘挛', '筋骨 疼痛']"
43,鱼腥草,"['辛', '微寒']",['归肺经'],"['清热解毒', '消痈排脓', '利水通淋']","['肺痈 吐脓', '肺热 喘咳', '泄泻 痢疾', '湿热 水肿', '淋证涩痛；火毒疮疡']"
44,射干,"['苦', '寒']",['归肺经'],"['清热解毒', '消痰利咽']","['咽喉 肿痛', '痰盛 咳喘']"
45,山豆根,"['苦', '寒']","['归心', '肺', '大肠经']","['清热解毒', '利咽消肿']","['喉痹 咽痛', '齿龈 肿痕', '肺热 咳嗽', '湿热 黄疸', '痈疮 肿毒', '虫蛇蛟伤', '癌肿']"
46,马勃,"['辛', '平']",['归肺经'],"['清肺解毒', '利咽', '止血']","['风热 郁肺', '喉痹 咽痛', '咳嗽', '失音', '吐血衄血；外治创伤出血']"
47,白头翁,"['苦', '寒']","['归胃', '大肠经']","['清热解毒', '凉血止痢', '燥湿']","['热毒 血痢', '湿热 泄泻', '阴痒 带下', '痈肿', '瘰疬', '鼻衄', '痔疮 出血', '疟疾 寒热']"
48,鸦胆子,"['苦', '寒']",['有小毒'],"['清热解毒', '燥湿杀虫', '截疟', '蚀疣']","['热毒 血痢', '久泻 不止', '疟疾 寒热', '阴痒 带下', '外治 赘疣', '鸡眼', '灰指甲']"
49,败酱草,"['辛', '苦', '微寒']","['归胃', '大肠', '肝经']","['清热解毒', '消痈排脓', '破血行瘀']","['肠痈', '肺痈', '痈肿 疮毒', '黄疸 尿赤', '泄泻', '痢疾', '产后瘀滞腹痛']"
50,白花蛇舌草,"['苦', '甘', '寒']","['归肺', '胃', '大肠', '小肠经']","['清热解毒', '利湿通淋']","['咽喉 肿痛', '肺热 咳嗽', '肠痈', '痢疾', '湿热 黄疸', '热淋 水肿', '小便不利；外治疔肿疮疖', '毒蛇咬伤']"
51,白蔹,"['苦', '辛', '微寒', '归心', '胃经']","['煎服', '5～10克']","['清热解毒', '散结消肿', '生肌止痛']","['热毒 痈肿', '疔疮', '瘰疬', '水火 烫伤', '肠风 痔漏']"
52,漏芦,"['苦', '寒']","['归胃', '大肠经']","['清热解毒', '消肿排脓', '下乳', '通经']","['热毒 疮疡', '乳痈 肿痛', '乳汁不通', '瘰疬', '湿痹', '筋脉 拘挛', '骨节 疼痛', '血痢', '痔疮 出血']"
53,山慈菇,"['甘', '微辛', '寒']",['有小毒'],"['清热解毒', '化痰散结']","['痈疽 肿毒', '疔肿 恶疮', '瘰疬 结核', '咽喉 肿痛', '虫蛇咬伤', '癥瘕 癌肿']"
54,四季青,"['苦', '涩', '寒']","['归心', '肺经']","['清热解毒', '凉血止血', '敛疮生肌']","['烧伤', '烫伤', '外伤 出血', '皮肤 溃疡', '湿疹', '疖肿', '咽喉 肿痛', '热咳', '泻痢', '小便 淋痛', '胆道感染']"
55,金荞麦,"['酸', '苦', '微寒']","['归肺', '肝', '脾经']","['清热解毒', '排脓去瘀']","['肺痈', '痰热 咳喘', '咽喉 肿痛', '痢疾', '痈肿', '蛇伤']"
56,绿豆,"['甘', '凉']","['归心', '胃经']","['清热解毒', '消暑', '利水']","['暑热 烦渴', '水肿', '泻痢', '丹毒', '痈肿', '烧烫伤', '解热药毒']"
57,半枝莲,"['辛', '微苦', '凉']","['归肺', '胃', '肝经']","['清热解毒', '散瘀止血', '利尿消肿']","['疮疡 肿毒', '肺痈', '毒蛇咬伤', '跌打 伤痛', '吐血', '衄血', '水肿', '黄疸', '瘰疬', '癌肿']"
58,葎草,"['甘', '苦', '寒']","['归肺', '肾经']","['清热利尿', '消瘀', '解毒']","['肺热 咳嗽', '肺结核', '肺脓疡', '肺炎', '小便淋沥涩痛', '腹泻', '痢疾', '湿疹', '皮肤 瘙痒', '痔疮', '痈肿', '瘰沥']"
59,千里光,"['甘', '寒']","['归肝', '肺经']","['清热解毒', '清肝明目']","['流行性感冒', '痈肿 疔毒', '黄疸', '赤白 下痢', '干湿 癣疮', '风火赤眼', '目翳', '毒蛇咬伤等']"
60,青蒿,"['味苦', '辛', '性寒']","['归肝', '胆', '肾经']","['清虚热', '除骨蒸', '解暑热', '截疟', '退黄']","['温邪 伤阴', '夜热早凉', '阴虚 发热', '骨蒸 劳热', '暑邪 发热', '疟疾 寒热', '湿热黄疸等病症的治疗']"
61,白薇,"['苦', '咸', '寒']","['归胃', '肝', '肾经']","['清热凉血', '利尿通淋', '解毒疔疮']","['温病邪入营分', '阴虚 发热', '身热 不退', '骨蒸 盗汗', '产后 虚热', '心烦 呕逆', '温疟', '热淋', '痈疮 肿毒']"
62,地骨皮,"['甘', '寒']","['归肺', '肾经']","['清虚热', '清肺降火', '凉血']","['阴虚 内热', '骨蒸 盗汗', '小儿 疳热', '肺热 喘咳', '咯血', '衄血']"
63,银柴胡,"['甘', '微寒']","['归肝', '胃经']","['退虚热', '除疳热']","['阴虚 发热', '骨蒸 劳热', '小儿 疳热']"
64,胡黄连,"['苦', '寒']","['归肝', '胃', '大肠经']","['退虚热', '除疳热', '清热燥湿', '解毒']","['劳热 骨蒸', '小儿 疳热', '湿热 泻痢', '黄疸', '疮疡', '痔瘘']"
65,大黄,"['味苦', '寒']","['归脾', '胃', '大肠', '肝', '心经']","['泻热通肠', '凉血解毒', '逐瘀通经']","['实热 便秘', '积滞 腹痛', '泻痢 不爽', '湿热 黄疸', '血热 吐衄', '目赤', '咽肿', '肠痈 腹痛', '痈肿 疔疮', '瘀血 经闭', '跌打 损伤', '水火烫伤；上消化道出血']"
66,芒硝,"['味咸', '苦', '性寒']","['归胃', '大肠经']","['泻下通便', '润燥软坚', '清火消肿']","['实热 积滞', '腹满 胀痛', '大便 燥结', '肠痈肿痛；外治乳痈', '痔疮 肿痛']"
67,番泻叶,"['甘', '苦', '寒']",['归大肠经'],"['泻热导滞', '通便利水']","['热结 便秘', '习惯性便秘', '亦可用于腹部手术前清洁肠道', '腹水 鼓胀']"
68,芦荟,"['苦', '寒']","['归肝', '胃', '大肠经']","['清热通便', '凉肝除烦', '杀虫疗疳']","['实热 便秘', '惊痫 抽搐', '疳热 虫积', '外治 癣疮']"
69,火麻仁,"['甘', '平']","['归脾', '胃', '大肠经']",['润燥滑肠通便'],"['血虚', '津亏之肠燥便秘']"
70,郁李仁,"['辛', '苦', '甘', '平']","['归脾', '大肠', '小肠经']","['润燥滑肠', '利水消肿']","['肠燥 便秘', '腹胀', '小便 不利', '水肿', '脚气']"
71,甘遂,"['苦', '寒']",['有毒'],"['泻水逐饮', '消肿散结']","['水肿 胀满', '胸腹 积水', '痰饮 喘咳', '二便 不利', '癫痫 发狂', '痈肿 疮毒']"
72,京大戟,"['苦', '辛', '寒']",['有毒'],['泻水逐饮'],"['水肿 鼓胀', '痰饮 积聚', '二便 不利', '癫痫 发狂']"
73,红大戟,"['苦', '寒']",['有小毒'],"['泻水逐饮', '消肿散结']","['水肿', '胸腹 积水', '痰饮 喘咳', '二便 不利', '痈疮', '瘰疬 痰核']"
74,芫花,"['辛', '苦', '温']",['有毒'],"['泻水逐饮', '解毒', '杀虫']","['痰饮', '喘咳 胁痛', '水肿', '胸腹 积水', '疥癣', '冻疮', '秃疮']"
75,巴豆,"['辛', '热']",['有大毒'],"['峻下寒积', '逐水涤痰', '蚀疮杀虫']","['寒食 积滞', '大便 秘结', '腹满 急痛', '水肿 鼓胀', '痰饮 喘咳', '喉风 喉痹', '癫痫狂；外治恶疮', '疥癣', '疣痣']"
76,牵牛子,"['苦', '辛', '寒']",['有毒'],"['逐水', '通便', '祛痰', '杀虫']","['水肿 鼓胀', '痰饮 咳喘', '二便 不利', '虫积 腹痛']"
77,商陆,"['苦', '寒']",['有毒'],"['逐水通便', '消肿散结']","['水肿', '鼓胀', '癥积', '咳嗽痰喘；外治痈肿疮疡']"
78,千金子,"['辛', '温']",['有毒'],"['泻下逐水', '破备消癥', '解毒杀虫']","['水肿', '鼓胀', '二便 不利', '癥积', '血瘀 经闭', '外治痈疮肿毒', '毒蛇咬伤', '疥癣', '赘疣']"
79,狼毒,"['苦', '辛', '平']",['有大毒'],"['泻水逐饮', '破积杀虫']","['水肿 腹胀', '食', '虫积', '癥瘕 腹痛', '咳喘', '结核病', '疥癣 赘疣']"
80,鸢尾,"['苦', '辛', '寒']",['有小毒'],"['逐水祛瘀', '消积解毒']","['风湿 痹痛', '水肿 鼓胀', '癥瘕 积聚', '食滞 胀满', '跌打 损伤', '痈疮 肿毒']"
81,泽漆,"['辛', '苦', '微寒']",['有毒'],"['利水消肿', '化痰散结']","['水气 肿满', '痰饮 喘咳', '疟疾；外治瘰疬', '无名 肿痛']"
82,腹水草,"['苦', '寒']",['有小毒'],"['泻下逐水', '散瘀解毒']","['水肿', '鼓胀', '月经 不调', '跌打 损伤', '痈疮 肿毒', '水火 烫伤']"
83,威灵仙,"['辛', '咸', '温']",['归膀胱经'],"['祛风除湿', '通络止痛', '消骨鲠']","['痛风 顽痹', '筋脉 拘挛', '屈伸 不利', '腰膝 冷痛', '诸骨鲠咽']"
84,木防己,"['苦', '辛', '寒']","['归膀胱', '脾', '肾经']","['祛风止痛', '利消肿']","['风湿 痹痛', '水肿', '脚气']"
85,秦艽,"['苦', '辛', '平']","['归胃', '肝', '胆经']","['祛风湿', '舒筋络', '清虚热', '利湿退黄']","['风湿 痹痛', '筋骨 拘挛', '骨蒸 劳热', '小儿 疳热', '湿热 黄疸', '小便 不利']"
86,豨莶草,"['苦', '寒']","['归肝', '肾经']","['祛风湿', '通经络']","['风湿 痹痛', '四肢 麻木', '腰膝酸软无力', '中风半身不遂', '疔疮 肿毒', '风疹', '湿疹', '皮肤 瘙痒']"
87,臭梧桐,"['苦', '甘', '凉']",['归肝经'],"['祛风湿', '通经络', '平肝潜阳']","['风湿 痹痛', '肢体 麻木', '半身 不遂', '肝阳 上亢', '头痛', '眩晕']"
88,木瓜,"['酸', '温']","['归肝', '脾', '胃经']","['舒筋活络', '化湿和胃']","['风湿 痹痛', '筋脉 拘挛', '脚气 水肿', '吐泻 转筋']"
89,络石藤,"['苦', '微寒']","['归心', '肝', '肾经']","['祛风通络', '凉血消肿']","['风湿 痹痛', '筋脉 拘挛', '喉痹 咽痛', '痈疮 疖肿', '跌打 损伤']"
90,徐长卿,"['辛', '温']","['归肝', '胃经']","['祛风止痛', '利水消肿', '活血解毒']","['风湿 痹痛', '跌打 损伤', '牙痛', '胃痛', '水肿', '腹水', '毒蛇咬伤', '癌肿 疼痛', '风疹', '湿疹', '顽癣']"
91,桑枝,"['苦', '平']","['归肝', '肺经']","['祛风湿', '通经络', '行水消肿']","['风湿 痹痛', '四肢 拘挛', '屈伸 不利', '中风 偏瘫', '水肿', '脚气']"
92,桑寄生,"['苦', '甘', '平']","['归肝', '肾经']","['补肝肾', '强筋骨', '祛风通络', '养血安胎']","['腰膝 酸痛', '筋骨 痿软', '风湿 痹痛', '肢体 偏枯', '胎漏 下血', '胎动 不安']"
93,五加皮,"['辛', '苦', '温']","['归肝', '肾经']","['祛风湿', '强筋骨', '利水消肿']","['风湿 痹痛', '四肢 拘挛', '腰膝 痿软', '小儿 行迟', '水肿', '脚气', '跌打 肿痛']"
94,白花蛇,"['甘', '咸', '温']",['有毒'],"['搜风通络', '定惊止痉']","['风湿 痹痛', '筋脉 拘挛', '肌肤麻木中风口眼喎斜', '半身 不遂', '小儿惊风抽搐', '破伤风', '麻风', '疥癣']"
95,海桐皮,"['苦', '辛', '平']","['归肝', '肾经']","['祛风湿', '通经络', '杀虫止痒']","['风湿 痹痛', '腰膝 酸痛', '跌打 损伤', '疥癣', '湿疹']"
96,蚕沙,"['甘', '辛', '温']","['归肝', '脾', '胃经']","['祛风除湿', '和胃化浊']","['风湿 痹痛', '肢体 不遂', '吐泻 转筋', '风疹', '湿疹', '皮肤 瘙痒']"
97,寻骨风,"['辛', '苦', '平']",['归肝经'],"['祛风通络', '活血止痛']","['风湿 痹痛', '肢体 麻木', '筋脉 拘挛', '胃痛', '牙痛', '跌打 损伤']"
98,海风藤,"['辛', '苦', '微温']",['归肝经'],"['祛风除湿', '通络止痛']","['风湿 痹痛', '腰膝 酸痛', '筋脉 拘挛', '关节 不利']"
99,千年健,"['辛', '苦', '温']","['归肝', '肾经']","['祛风湿', '强筋骨', '消肿止痛']","['风湿 痹痛', '腰膝酸软无力', '胃痛', '跌打 损伤', '痈疸 疮疡']"
100,松节,"['苦', '辛', '温']","['归肝', '肾经']","['祛风散寒', '燥湿', '活血通络止痛']","['风寒 湿痹', '历节 风痛', '转筋 挛急', '胃脘 疼痛', '跌打 伤痛']"
101,八角枫,"['辛', '温']",['有大毒'],"['祛风除湿', '散瘀通络', '镇痛']","['风湿 痹痛', '麻木 瘫痪', '劳伤 腰痛', '跌打 损伤']"
102,马钱子,"['苦', '寒']",['有毒'],"['通络止痛', '散结消肿']","['风湿 顽痹', '麻木 瘫痪', '咽喉 痹痛', '痈疽 肿毒', '跌仆 伤痛']"
103,接骨木,"['甘', '苦', '平', '归肝', '肾经']","['煎服', '10～15克']","['祛风除湿', '活血止痛']","['风湿 痹痛', '腰腿痛', '跌打 瘀肿', '创伤 出血']"
104,老鹳草,"['苦', '辛', '平']","['归肝', '大肠经']","['祛风湿', '通经络', '清热利湿解毒']","['风湿 痹痛', '筋骨 酸痛', '肌肤 麻木', '跌打 损伤', '湿热 泻痢', '湿疮 瘙痒', '痈肿']"
105,伸筋草,"['苦', '辛', '温']","['归肝', '肾', '脾经']","['祛风散寒', '除湿消肿', '活血舒筋']","['风寒 湿痹', '筋脉 拘挛', '肌肤 麻木', '跌打 损伤', '水肿 胀满']"
106,透骨草,"['辛', '温']",['归肝经'],"['祛风除湿', '活血舒筋']","['关节 疼痛', '筋骨 拘挛']"
107,雷公藤,"['苦', '寒']",['有大毒'],"['祛风除湿', '活血通络', '解毒']","['类风湿性关节炎', '风湿性关节炎', '肾炎', '肾病综合征', '红斑狼疮', '麻风', '神经痛等']"
108,金钱白花蛇,"['甘', '咸', '温']",['有毒'],"['搜风通络', '定惊止痒']","['风湿 顽痹', '中风口眼喎斜', '半身 不遂', '小儿 惊风', '破伤风', '偏头痛', '麻风 疥癣', '食管癌', '胃癌', '肝癌']"
109,乌梢蛇,"['甘', '平']","['归肝', '脾经']","['搜风', '通络', '止痉']","['风湿 顽痹', '肌肤 不仁', '麻风', '破伤风', '风疹', '疥癣', '小和麻痹后遗症']"
110,香加皮,"['辛', '苦', '微温']",['有毒'],"['祛风湿', '强筋骨', '利水消肿']","['风湿 痹痛', '腰膝酸软无力', '小儿 行迟', '心悸 气短', '水肿', '小便 不利']"
111,石南叶,"['辛', '苦', '平']",['有小毒'],"['祛风湿', '通经络']","['风湿 痹痛', '腰背 酸痛', '脚弱 无力', '偏头痛', '脚弱 无力', '偏头痛', '风疹 瘙痒']"
112,苍术,"['辛', '苦', '温']","['归脾', '胃经']","['燥湿健脾', '祛风', '散寒', '明目']","['湿困 倦怠', '脘腹 胀满', '吐泻', '水肿', '痰饮', '风湿 痹痛', '脚气 痿躄', '淋浊 带下', '风寒 感冒', '雀目夜盲']"
113,厚朴,"['味苦', '辛', '性温']","['归脾', '胃', '肺', '大肠经']","['燥湿消痰', '下气除满']","['湿滞 伤中', '脘痞 吐泻', '食积 气滞', '腹胀 便秘', '痰饮 喘咳']"
114,藿香,"['味辛', '性温']","['归脾', '胃', '肺经']","['化湿醒脾', '辟秽和中', '解暑', '发表']","['湿阻 脾胃', '脘腹 胀满', '湿温 初起', '呕吐', '泄泻', '暑湿', '发热 恶寒', '恶寒 发热', '胸脘满闷等症']"
115,佩兰,"['辛', '平']","['归脾', '胃', '肺经']","['化湿辟秽', '醒脾开胃', '解表祛暑']","['湿浊内蕴', '脘腹 痞满', '恶心 呕吐', '口甜口臭', '外感 暑湿', '湿温 初起', '寒热', '头胀', '胸闷', '身困', '纳呆']"
116,砂仁,"['辛', '温']","['归脾', '胃经']","['化湿', '行气', '温中止泻', '开胃', '安胎']","['气滞 湿阻', '脘腹 胀痛', '胃纳呆滞', '脾胃 虚寒', '呕吐 泄泻', '妊娠 恶阻', '胎动 不安']"
117,砂仁壳,"['微辛', '温']","['归脾', '胃经']","['化湿行气', '宽中和胃']","['脾胃气滞证', '脘腹 胀满', '恶心 呕吐', '纳呆']"
118,白豆蔻,"['辛', '温']","['归脾', '胃', '肺经']","['化湿理气', '和中止呕']","['湿遏 气滞', '胸闷 不饥', '脘腹 胀满', '反胃 呕吐', '噫气 呃逆']"
119,白蔻壳,"['微辛', '温']","['归脾', '胃经']","['化湿理气', '宽胸和胃']","['湿遏气滞轻证', '脘腹 胀闷', '食欲减退', '呕吐']"
120,草豆蔻,"['辛', '温']","['归脾', '胃经']","['燥湿健胃', '温中消痞']","['寒湿 伤中', '脘腹 冷痛', '呕吐 泄泻', '痞满 不食', '噎膈 反胃', '痰饮 积聚']"
121,草果,"['辛', '温']","['归脾', '胃经']","['燥湿温中', '消积化滞', '祛痰截疟']","['寒湿 阻滞', '脘腹 冷痛', '胸膈 痞满', '恶心 呕吐', '食积 泻痢', '疟疾 寒热']"
122,茯苓,"['甘', '淡', '平']","['归心', '脾', '肺', '肾经']","['利水渗湿', '健脾', '宁心']","['水肿 尿少', '痰饮 眩悸', '脾虚 食少', '便溏 泄泻', '心神 不安', '惊悸 失眠']"
123,猪苓,"['甘', '淡', '平']","['归心', '脾', '肾经']",['利水渗湿'],"['小便 不利', '水肿 胀满', '泄泻', '淋浊', '带下']"
124,泽泻,"['味甘', '淡', '性寒']","['归肾', '膀胱经']","['利水渗湿', '泄热', '化浊降脂']","['小便 不利', '水肿 胀满', '泄泻 尿少', '痰饮 眩晕', '热淋 涩痛', '高脂血症']"
125,薏苡仁,"['味甘', '淡', '性微寒']","['归脾', '胃', '肺经']","['利水渗湿', '祛湿除痹', '健脾止泻', '清热排脓']","['小便 不利', '水肿', '脚气', '湿痹 拘挛', '湿温初起以及脾虚泄泻', '肺痈', '肠痈 等证']"
